level	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
3	23991	102047	#00ffd8	1.0	Instance 0x6000000000000000 Size=9MB	7					368
2	26491	101991	#008aff	1.0	Instance 0x6000000000000001 Size=160B	9					369
1	43666	102031	#008aff	1.0	Instance 0x6000000000000002 Size=960B	15					371
