level	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
3	23063	79024	#00ffd8	1.0	Instance 0x6000000000000000 Size=966KB	7					259
2	25217	78983	#008aff	1.0	Instance 0x6000000000000001 Size=160B	9					260
1	42067	79014	#008aff	1.0	Instance 0x6000000000000002 Size=480B	15					646
