level	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
3	21766	212832	#00ffd8	1.0	Instance 0x6000000000000000 Size=9MB	7					343
2	23597	212782	#008aff	1.0	Instance 0x6000000000000001 Size=160B	9					344
1	85297	212823	#008aff	1.0	Instance 0x6000000000000002 Size=960B	15					345
